구분,No,종목명,종목코드,fn링크,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
0,53,TIGER 미국S&P500,e=360750,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A360750,"25,080",보합0,0.00%,0,"120,509","480,500",0.01,"3,723,098",N/A,N/A
0,54,크래프톤,e=259960,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A259960,"247,500","상승
				4,000",+1.64%,100,"117,320","47,402",42.51,"94,864",9.47,21.10
0,55,SK텔레콤,e=017670,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A017670,"54,400","상승
				200",+0.37%,100,"116,846","214,790",36.15,"460,225",19.91,10.83
0,56,한미반도체,e=042700,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A042700,"119,100","상승
				3,000",+2.58%,100,"113,517","95,312",6.55,"864,247",47.43,27.43
0,57,KODEX 200,e=069500,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A069500,"58,240","상승
				1,090",+1.91%,0,"113,393","194,700",25.63,"10,727,340",N/A,N/A
0,58,SK바이오팜,e=326030,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A326030,"134,000","하락
				2,300",-1.69%,500,"104,940","78,313",12.43,"266,239",32.75,58.01
0,59,카카오뱅크,e=323410,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A323410,"22,000","상승
				100",+0.46%,"5,000","104,938","476,990",14.71,"447,960",22.85,6.95
0,60,한국항공우주,e=047810,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A047810,"106,200","상승
				700",+0.66%,"5,000","103,519","97,475",32.09,"338,285",75.53,10.42
0,61,이수페타시스,e=007660,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A007660,"135,200","하락
				1,300",-0.95%,"1,000","99,249","73,409",32.26,"1,247,137",68.63,24.92
0,62,삼양식품,e=003230,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A003230,"1,297,000","하락
				7,000",-0.54%,"5,000","97,703","7,533",17.96,"53,850",26.41,39.37
0,63,포스코인터내셔널,e=047050,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A047050,"54,900","상승
				500",+0.92%,"5,000","96,582","175,923",6.62,"347,132",24.01,8.14
0,64,에이피알,e=278470,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A278470,"254,500","상승
				7,000",+2.83%,100,"95,261","37,431",27.22,"408,476",41.04,41.34
0,65,유한양행,e=000100,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A000100,"117,300","하락
				1,100",-0.93%,"1,000","93,803","79,968",17.52,"446,686",139.98,3.41
0,66,한국금융지주,e=071050,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A071050,"164,000","상승
				1,700",+1.05%,"5,000","91,391","55,726",36.20,"154,626",5.68,11.54
0,67,S-Oil,e=010950,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A010950,"80,500","하락
				900",-1.11%,"2,500","90,629","112,583",76.89,"163,716",-52.20,-2.18
0,68,한화시스템,e=272210,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A272210,"47,200","상승
				1,050",+2.28%,"5,000","89,170","188,919",7.87,"690,608",14.98,19.63
0,69,HD현대미포,e=010620,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A010620,"223,000",보합0,0.00%,"5,000","89,071","39,942",22.51,0,27.13,5.25
0,70,DB손해보험,e=005830,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A005830,"125,200","하락
				200",-0.16%,500,"88,642","70,800",44.00,"223,979",5.56,18.98
0,71,HD현대마린솔루션,e=443060,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A443060,"194,900","상승
				6,300",+3.34%,500,"87,372","44,829",31.26,"86,597",32.97,44.98
0,72,KODEX 머니마켓액티브,e=488770,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A488770,"104,365","상승
				25",+0.02%,0,"86,670","83,045",0.00,"593,452",N/A,N/A
0,73,KODEX CD금리액티브(합성),e=459580,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A459580,"1,073,950","상승
				80",+0.01%,0,"86,661","8,069",0.02,"180,434",N/A,N/A
0,74,현대건설,e=000720,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A000720,"75,100","상승
				6,800",+9.96%,"5,000","83,628","111,356",19.99,"6,460,600",-31.67,-2.09
0,75,LIG넥스원,e=079550,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A079550,"372,500","상승
				4,500",+1.22%,"5,000","81,950","22,000",29.89,"116,532",25.51,19.59
0,76,대한항공,e=003490,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A003490,"22,250","하락
				50",-0.22%,"5,000","81,929","368,221",15.26,"822,392",8.67,13.17
0,77,한국타이어앤테크놀로지,e=161390,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A161390,"62,800","상승
				800",+1.29%,500,"77,794","123,875",36.71,"435,229",8.18,10.79
0,78,현대오토에버,e=307950,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A307950,"283,500","상승
				500",+0.18%,500,"77,747","27,424",4.08,"554,055",43.26,10.40
0,79,키움증권,e=039490,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A039490,"287,500","상승
				5,500",+1.95%,"5,000","76,424","26,582",29.30,"62,006",7.88,15.98
0,80,NH투자증권,e=005940,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A005940,"21,400","상승
				50",+0.23%,"5,000","76,258","356,344",13.64,"622,543",8.73,8.73
0,81,현대차2우B,e=005387,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A005387,"216,000","상승
				13,000",+6.40%,"5,000","75,522","34,964",58.97,"292,328",5.43,N/A
0,82,삼성증권,e=016360,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A016360,"81,800","상승
				500",+0.62%,"5,000","73,047","89,300",27.60,"243,967",7.77,12.89
0,83,아모레퍼시픽,e=090430,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A090430,"124,300","상승
				300",+0.24%,500,"72,706","58,493",22.97,"196,073",54.30,11.69
0,84,한진칼,e=180640,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A180640,"108,500","상승
				2,600",+2.46%,"2,500","72,437","66,762",20.42,"64,491",41.25,16.75
0,85,TIGER 미국나스닥100,e=133690,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A133690,"167,300","하락
				40",-0.02%,0,"72,407","43,280",0.05,"313,275",N/A,N/A
0,86,LG이노텍,e=011070,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A011070,"284,500","상승
				1,500",+0.53%,"5,000","67,333","23,667",28.79,"173,001",21.56,8.92
0,87,KODEX 미국S&P500,e=379800,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A379800,"22,965","하락
				10",-0.04%,0,"66,702","290,450",0.06,"4,281,960",N/A,N/A
0,88,LG디스플레이,e=034220,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A034220,"13,270","상승
				420",+3.27%,"5,000","66,350","500,000",27.23,"3,637,247",-19.78,-37.21
0,89,LG유플러스,e=032640,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A032640,"15,300","상승
				50",+0.33%,"5,000","65,764","429,828",41.51,"580,075",17.67,4.40
0,90,카카오페이,e=377300,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A377300,"48,500","상승
				100",+0.21%,500,"65,543","135,140",26.35,"200,970",144.78,-0.73
0,91,LG씨엔에스,e=064400,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A064400,"67,200","상승
				4,300",+6.84%,500,"65,107","96,886",6.69,"5,344,927",16.08,18.32
0,92,코웨이,e=021240,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A021240,"87,900","상승
				500",+0.57%,500,"63,208","71,909",58.82,"201,532",11.11,19.38
0,93,삼성카드,e=029780,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A029780,"54,200","상승
				100",+0.18%,"5,000","62,796","115,859",5.81,"55,822",9.96,8.00
0,94,한화,e=000880,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A000880,"82,300","상승
				900",+1.11%,"5,000","61,691","74,959",16.91,"106,835",6.30,7.19
0,95,LS,e=006260,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A006260,"188,500","상승
				1,500",+0.80%,"5,000","59,754","31,700",18.43,"131,581",27.02,5.09
0,96,두산밥캣,e=241560,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A241560,"59,800","상승
				900",+1.53%,500,"57,322","95,856",36.57,"189,471",13.23,8.77
0,97,맥쿼리인프라,e=088980,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A088980,"11,650","하락
				30",-0.26%,0,"55,794","478,922",9.17,"866,527",N/A,N/A
0,98,CJ,e=001040,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A001040,"189,100","상승
				1,300",+0.69%,"5,000","55,174","29,177",14.48,"120,245",17.32,1.83
0,99,한미약품,e=128940,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A128940,"426,000","하락
				4,000",-0.93%,"2,500","54,575","12,811",11.60,"87,890",46.85,11.89
0,100,GS,e=078930,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A078930,"58,400","하락
				300",-0.51%,"5,000","54,263","92,915",17.11,"135,603",9.71,4.12
0,101,두산로보틱스,e=454910,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A454910,"80,800","하락
				1,900",-2.30%,500,"52,375","64,820",3.53,"1,191,637",-84.52,-8.69
0,102,TIGER CD금리투자KIS(합성),e=357870,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A357870,"56,795","상승
				5",+0.01%,0,"51,646","90,934",0.01,"167,110",N/A,N/A
0,103,삼성E&A,e=028050,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A028050,"25,950","상승
				200",+0.78%,"5,000","50,862","196,000",48.26,"683,841",9.26,19.65
0,104,BNK금융지주,e=138930,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A138930,"15,710","상승
				200",+1.29%,"5,000","49,396","314,425",39.19,"716,478",6.31,6.96
0,105,현대차우,e=005385,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A005385,"210,500","상승
				10,500",+5.25%,"5,000","49,133","23,341",56.43,"251,834",5.29,N/A
0,106,엘앤에프,e=066970,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A066970,"123,400",보합0,0.00%,500,"48,940","39,660",16.80,"335,666",-9.79,-41.74
0,107,한화솔루션,e=009830,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A009830,"27,850","상승
				50",+0.18%,"5,000","47,872","171,893",10.83,"472,280",-11.14,-15.99
0,108,JB금융지주,e=175330,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A175330,"25,100","상승
				400",+1.62%,"5,000","47,661","189,885",35.02,"393,046",7.02,12.80
0,109,엔씨소프트,e=036570,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A036570,"212,000","하락
				3,000",-1.40%,500,"45,673","21,544",32.01,"86,355",13.49,2.99
0,110,산일전기,e=062040,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A062040,"149,100","상승
				7,900",+5.59%,500,"45,394","30,445",11.24,"474,974",34.14,29.88
0,111,KODEX 미국나스닥100,e=379810,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A379810,"25,095",보합0,0.00%,0,"44,606","177,750",0.03,"2,203,987",N/A,N/A
0,112,TIGER 200,e=102110,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A102110,"58,270","상승
				1,080",+1.89%,0,"44,577","76,500",9.78,"3,815,695",N/A,N/A
0,113,KODEX KOFR금리액티브(합성),e=423160,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A423160,"110,690","상승
				25",+0.02%,0,"43,881","39,643",0.00,"355,242",N/A,N/A
0,114,넷마블,e=251270,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A251270,"50,700","하락
				200",-0.39%,100,"43,578","85,954",27.39,"206,566",40.53,0.49
0,115,대한전선,e=001440,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A001440,"23,250","상승
				550",+2.42%,"1,000","43,349","186,447",10.01,"3,011,065",97.28,5.85
0,116,SK바이오사이언스,e=302440,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A302440,"54,000","하락
				400",-0.74%,500,"42,319","78,369",6.23,"94,687",-720.00,-3.07
0,117,현대제철,e=004020,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A004020,"31,500","상승
				1,100",+3.62%,"5,000","42,035","133,446",23.70,"376,643",-187.50,-0.06
0,118,에코프로머티,e=450080,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A450080,"60,000","상승
				1,000",+1.69%,500,"41,959","69,932",19.80,"287,430",37.62,-5.56
0,119,TIGER 미국테크TOP10 INDXX,e=381170,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A381170,"31,680","상승
				60",+0.19%,0,"41,897","132,250",0.09,"1,183,115",N/A,N/A
0,120,LG생활건강,e=051900,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A051900,"272,500","상승
				1,000",+0.37%,"5,000","41,699","15,302",25.52,"48,004",72.98,3.44
0,121,SKC,e=011790,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A011790,"110,000","하락
				500",-0.45%,"5,000","41,655","37,868",10.21,"131,906",-9.21,-34.34
0,122,오리온,e=271560,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A271560,"104,100","하락
				400",-0.38%,500,"41,157","39,536",31.73,"150,491",7.77,16.57
0,123,포스코DX,e=022100,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A022100,"26,400","하락
				50",-0.19%,500,"40,137","152,035",3.84,"390,626",54.32,17.92
0,124,영원무역,e=111770,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A111770,"90,500","상승
				700",+0.78%,500,"40,102","44,311",30.35,"82,288",8.98,12.32
