구분,No,종목명,종목코드,fn링크,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
0,125,한국가스공사,e=036460,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A036460,"42,400","상승
				700",+1.68%,"5,000","39,141","92,313",11.79,"270,077",4.49,11.21
0,126,강원랜드,e=035250,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A035250,"17,920","하락
				80",-0.44%,500,"38,338","213,940",12.86,"273,371",10.57,12.09
0,127,한전기술,e=052690,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A052690,"100,100","상승
				5,000",+5.26%,200,"38,258","38,220",13.46,"460,776",36.83,10.40
0,128,KCC,e=002380,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A002380,"429,000","하락
				2,000",-0.46%,"5,000","38,123","8,886",12.55,"15,389",3.23,6.08
0,129,KODEX 200TR,e=278530,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A278530,"20,905","상승
				390",+1.90%,0,"38,068","182,100",0.01,"463,008",N/A,N/A
0,130,한화엔진,e=082740,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A082740,"43,100","상승
				350",+0.82%,"1,000","35,966","83,447",20.27,"434,543",32.50,25.64
0,131,현대엘리베이터,e=017800,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A017800,"91,900","하락
				400",-0.43%,"5,000","35,926","39,092",24.86,"272,018",11.17,14.42
0,132,KODEX 레버리지,e=122630,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A122630,"43,960","상승
				1,630",+3.85%,0,"35,058","79,750",0.54,"21,816,524",N/A,N/A
0,133,서울보증보험,e=031210,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A031210,"50,000","하락
				200",-0.40%,"2,500","34,911","69,822",1.58,"67,822",15.21,4.12
0,134,KODEX 종합채권(AA-이상)액티브,e=273130,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A273130,"116,055","상승
				80",+0.07%,0,"34,531","29,754",0.00,"27,030",N/A,N/A
0,135,ACE KRX금현물,e=411060,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A411060,"28,155","상승
				165",+0.59%,0,"33,983","120,700",0.08,"1,610,743",N/A,N/A
0,136,TIGER 미국필라델피아반도체나스닥,e=381180,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A381180,"28,080","상승
				75",+0.27%,0,"33,598","119,650",0.54,"795,191",N/A,N/A
0,137,TIGER 머니마켓액티브,e=0043B0,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A0043B0,"101,040","상승
				15",+0.01%,0,"32,742","32,405",0.00,"65,757",N/A,N/A
0,138,CJ제일제당,e=097950,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A097950,"213,000","상승
				2,000",+0.95%,"5,000","32,065","15,054",14.48,"27,376",58.53,1.97
0,139,롯데케미칼,e=011170,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A011170,"72,900","하락
				500",-0.68%,"5,000","31,183","42,775",22.34,"91,785",-1.75,-11.44
0,140,금호석유화학,e=011780,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A011780,"119,100","하락
				600",-0.50%,"5,000","31,004","26,032",21.05,"57,062",10.14,5.88
0,141,롯데지주,e=004990,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A004990,"28,100","상승
				50",+0.18%,200,"29,479","104,909",7.80,"114,055",-2.95,-15.56
0,142,ACE 미국S&P500,e=360200,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A360200,"25,345","상승
				10",+0.04%,0,"29,426","116,100",0.06,"695,129",N/A,N/A
0,143,에스원,e=012750,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A012750,"76,600",보합0,0.00%,500,"29,107","37,999",56.72,"54,877",16.10,10.85
0,144,더존비즈온,e=012510,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A012510,"95,000","하락
				1,300",-1.35%,500,"28,864","30,383",12.70,"200,293",40.77,17.03
0,145,풍산,e=103140,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A103140,"102,700","상승
				700",+0.69%,"5,000","28,781","28,024",18.86,"77,677",16.11,11.33
0,146,DB하이텍,e=000990,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A000990,"64,800","상승
				400",+0.62%,"5,000","28,191","43,505",33.03,"203,387",11.71,12.44
0,147,HD현대마린엔진,e=071970,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A071970,"83,100","상승
				1,100",+1.34%,"2,500","28,189","33,921",15.58,"95,637",27.32,28.34
0,148,HD현대인프라코어,e=042670,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A042670,"14,920","상승
				90",+0.61%,"1,000","28,177","188,851",16.63,"628,343",20.87,5.92
0,149,대한조선,e=439260,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A439260,"72,900","상승
				700",+0.97%,"5,000","28,086","38,526",1.19,"225,978",5.85,55.26
0,150,F&F,e=383220,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A383220,"72,600","하락
				1,800",-2.42%,100,"27,811","38,307",11.00,"49,102",7.92,25.27
0,151,HL만도,e=204320,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A204320,"59,200","상승
				5,100",+9.43%,"1,000","27,799","46,957",24.11,"2,693,038",23.45,5.47
0,152,동서,e=026960,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A026960,"27,600","상승
				150",+0.55%,500,"27,517","99,700",4.03,"91,579",19.15,9.52
0,153,TIGER MSCI Korea TR,e=310970,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A310970,"24,980","상승
				505",+2.06%,0,"27,403","109,700",0.00,"13,775",N/A,N/A
0,154,KODEX CD1년금리플러스액티브(합성),e=481050,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A481050,"1,022,105","상승
				85",+0.01%,0,"27,205","2,662",0.00,"9,339",N/A,N/A
0,155,현대해상,e=001450,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A001450,"30,250","하락
				150",-0.49%,500,"27,044","89,400",35.80,"273,488",2.57,15.75
0,156,한화생명,e=088350,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A088350,"3,085","상승
				20",+0.65%,"5,000","26,794","868,530",9.47,"1,522,211",3.45,6.98
0,157,미스토홀딩스,e=081660,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A081660,"44,550","하락
				500",-1.11%,"1,000","26,773","60,096",36.84,"117,100",15.42,4.30
0,158,한국앤컴퍼니,e=000240,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A000240,"28,150",보합0,0.00%,500,"26,724","94,935",9.74,"122,365",8.64,8.28
0,159,한올바이오파마,e=009420,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A009420,"51,100","하락
				4,900",-8.75%,500,"26,695","52,241",3.23,"1,313,698","1,161.36",-1.02
0,160,TIGER KOFR금리액티브(합성),e=449170,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A449170,"109,665","상승
				10",+0.01%,0,"26,559","24,218",0.00,"58,307",N/A,N/A
0,161,농심,e=004370,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A004370,"431,500","상승
				500",+0.12%,"5,000","26,247","6,083",18.81,"17,917",16.00,6.17
0,162,한솔케미칼,e=014680,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A014680,"231,500","하락
				1,000",-0.43%,"5,000","26,241","11,335",35.88,"35,045",17.04,13.48
0,163,제일기획,e=030000,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A030000,"22,800","하락
				100",-0.44%,200,"26,229","115,041",22.92,"159,026",14.38,15.12
0,164,일진전기,e=103590,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A103590,"55,000","상승
				1,800",+3.38%,"1,000","26,227","47,685",14.64,"467,063",30.54,10.60
0,165,한온시스템,e=018880,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A018880,"3,785","상승
				135",+3.70%,100,"25,691","678,763",4.76,"4,928,652",-8.72,-13.90
0,166,영원무역홀딩스,e=009970,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A009970,"187,700","상승
				1,700",+0.91%,500,"25,338","13,499",21.82,"13,696",7.86,13.17
0,167,한미사이언스,e=008930,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A008930,"36,950","하락
				150",-0.40%,500,"25,271","68,392",2.46,"64,971",33.62,7.30
0,168,ACE 미국나스닥100,e=367380,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A367380,"28,760","하락
				5",-0.02%,0,"24,992","86,900",0.14,"983,935",N/A,N/A
0,169,한전KPS,e=051600,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A051600,"54,700","상승
				600",+1.11%,200,"24,615","45,000",12.33,"346,346",17.55,13.26
0,170,RISE 머니마켓액티브,e=455890,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A455890,"54,945","상승
				5",+0.01%,0,"24,302","44,230",1.59,"416,790",N/A,N/A
0,171,SK아이이테크놀로지,e=361610,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A361610,"29,150",보합0,0.00%,"1,000","23,841","81,787",4.96,"122,016",-11.75,-10.41
0,172,대덕전자,e=353200,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A353200,"48,200","상승
				1,650",+3.54%,500,"23,819","49,417",10.83,"1,377,682",94.14,2.73
0,173,iM금융지주,e=139130,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A139130,"14,630","상승
				160",+1.11%,"5,000","23,709","162,055",44.96,"258,162",6.18,3.60
0,174,신영증권,e=001720,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A001720,"144,000","상승
				600",+0.42%,"5,000","23,674","16,440",6.43,"12,076",18.58,6.45
0,175,신세계,e=004170,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A004170,"242,000",보합0,0.00%,"5,000","23,341","9,645",15.15,"68,484",62.42,2.54
0,176,효성,e=004800,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A004800,"136,700","상승
				3,600",+2.70%,"5,000","22,884","16,740",17.09,"44,464",7.21,19.62
0,177,팬오션,e=028670,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A028670,"4,280","하락
				100",-2.28%,"1,000","22,880","534,570",14.09,"3,773,001",10.41,5.17
0,178,두산퓨얼셀,e=336260,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A336260,"34,900","상승
				3,500",+11.15%,100,"22,857","65,494",18.32,"2,930,111",-78.43,-2.07
0,179,이마트,e=139480,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A139480,"82,300","하락
				700",-0.84%,"5,000","22,711","27,596",26.43,"89,804",-7.43,-5.40
0,180,시프트업,e=462870,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A462870,"38,500","상승
				550",+1.45%,200,"22,700","58,961",36.92,"45,377",11.72,31.30
0,181,TIGER 미국배당다우존스,e=458730,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A458730,"12,925","하락
				5",-0.04%,0,"22,645","175,200",0.13,"864,212",N/A,N/A
0,182,CJ대한통운,e=000120,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A000120,"97,500","하락
				1,800",-1.81%,"5,000","22,242","22,812",15.68,"64,594",8.84,6.58
0,183,ACE 미국30년국채액티브(H),e=453850,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A453850,"7,765","하락
				25",-0.32%,0,"22,223","286,200",0.01,"2,785,188",N/A,N/A
0,184,아모레퍼시픽홀딩스,e=002790,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A002790,"27,950","하락
				50",-0.18%,500,"22,209","79,458",11.78,"120,907",22.93,7.57
0,185,SK가스,e=018670,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A018670,"238,500","하락
				1,000",-0.42%,"5,000","22,050","9,245",7.18,"11,811",7.41,6.74
0,186,코리안리,e=003690,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A003690,"11,260","하락
				410",-3.51%,500,"21,937","194,821",26.24,"286,144",6.43,9.45
0,187,RISE 200,e=148020,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A148020,"58,695","상승
				1,095",+1.90%,0,"21,805","37,150",0.06,"1,154,855",N/A,N/A
0,188,두산우,e=000155,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A000155,"537,000","상승
				6,000",+1.13%,"5,000","21,461","3,996",4.86,"25,814",191.99,N/A
0,189,현대백화점,e=069960,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A069960,"94,200","상승
				300",+0.32%,"5,000","21,316","22,629",23.09,"102,436",12.01,-0.81
0,190,대웅제약,e=069620,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A069620,"183,400","상승
				3,200",+1.78%,"2,500","21,250","11,587",12.57,"69,048",22.80,3.17
0,191,에스엘,e=005850,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A005850,"45,650","상승
				1,650",+3.75%,500,"21,204","46,449",16.86,"393,459",6.74,17.42
0,192,롯데에너지머티리얼즈,e=020150,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A020150,"40,150","하락
				300",-0.74%,500,"21,025","52,365",6.65,"250,003",-16.29,0.46
0,193,롯데쇼핑,e=023530,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A023530,"74,200","하락
				700",-0.93%,"5,000","20,990","28,289",9.03,"46,415",-2.02,-7.75
0,194,한화비전,e=489790,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A489790,"41,550","상승
				500",+1.22%,500,"20,978","50,488",19.60,"459,349",488.82,N/A
0,195,HJ중공업,e=097230,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A097230,"22,100","상승
				300",+1.38%,"5,000","19,955","90,295",1.29,"1,048,200",-110.50,1.56
0,196,KODEX 단기채권PLUS,e=214980,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A214980,"114,845","하락
				5",0.00%,0,"19,353","16,851",0.00,"22,621",N/A,N/A
0,197,BGF리테일,e=282330,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A282330,"110,900","상승
				100",+0.09%,"1,000","19,168","17,284",30.09,"16,601",10.14,17.29
0,198,SOL 조선TOP3플러스,e=466920,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A466920,"33,105","상승
				745",+2.30%,0,"18,969","57,300",0.55,"1,283,244",N/A,N/A
0,199,TIGER 반도체TOP10,e=396500,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A396500,"18,315","상승
				190",+1.05%,0,"18,938","103,400",0.30,"2,660,732",N/A,N/A
0,200,동원산업,e=006040,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A006040,"42,700","하락
				3,850",-8.27%,"1,000","18,851","44,148",6.13,"355,426",5.75,2.74
0,201,OCI홀딩스,e=010060,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A010060,"100,800","상승
				100",+0.10%,"5,000","18,820","18,670",20.75,"77,401",-10.17,2.54
0,202,코스맥스,e=192820,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A192820,"165,200","상승
				2,100",+1.29%,500,"18,749","11,350",33.61,"53,972",37.59,20.53
0,203,GS리테일,e=007070,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A007070,"22,400",보합0,0.00%,"1,000","18,728","83,607",11.30,"156,883",23.07,0.07
0,204,KODEX 삼성그룹,e=102780,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A102780,"13,750","상승
				175",+1.29%,0,"18,604","135,300",13.66,"540,408",N/A,N/A
0,205,씨에스윈드,e=112610,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A112610,"44,050","상승
				1,350",+3.16%,500,"18,576","42,171",13.90,"233,701",9.34,13.92
0,206,PLUS 고배당주,e=161510,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A161510,"21,615","상승
				220",+1.03%,0,"18,526","85,710",0.16,"1,022,659",N/A,N/A
0,207,호텔신라,e=008770,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A008770,"46,750","하락
				50",-0.11%,"5,000","18,348","39,248",14.54,"76,992",-8.49,-6.50
0,208,현대위아,e=011210,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A011210,"66,800","하락
				400",-0.60%,"5,000","18,166","27,195",17.30,"263,411",12.54,3.45
0,209,금호타이어,e=073240,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A073240,"6,240","하락
				100",-1.58%,"5,000","17,925","287,260",8.76,"913,960",7.05,21.77
0,210,GS건설,e=006360,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A006360,"20,350","상승
				1,270",+6.66%,"5,000","17,416","85,581",25.26,"1,402,543",84.09,5.63
0,211,KODEX 코스닥150레버리지,e=233740,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A233740,"11,975","하락
				410",-3.31%,0,"17,376","145,100",0.20,"35,284,743",N/A,N/A
0,212,롯데관광개발,e=032350,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A032350,"21,350","상승
				50",+0.23%,500,"16,982","79,539",16.96,"810,923",-28.47,-60.42
0,213,아시아나항공,e=020560,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A020560,"8,170","상승
				10",+0.12%,"5,000","16,829","205,991",3.01,"51,303",-4.41,-53.21
0,214,다우기술,e=023590,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A023590,"37,350","상승
				550",+1.49%,500,"16,758","44,867",25.60,"56,858",3.77,13.16
0,215,HD현대건설기계,e=267270,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A267270,"96,200","상승
				700",+0.73%,"5,000","16,698","17,358",16.09,"90,821",19.13,6.18
0,216,RISE 종합채권(A-이상)액티브,e=385540,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A385540,"107,915","상승
				175",+0.16%,0,"16,645","15,424",0.00,"4,588",N/A,N/A
0,217,KODEX 200타겟위클리커버드콜,e=498400,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A498400,"13,485","상승
				210",+1.58%,0,"16,533","122,600",0.10,"2,951,458",N/A,N/A
0,218,SK리츠,e=395400,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A395400,"5,550","상승
				20",+0.36%,500,"16,473","296,819",7.90,"472,660",50.92,1.95
0,219,코스모신소재,e=005070,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A005070,"50,600",보합0,0.00%,"1,000","16,450","32,511",5.39,"211,472",609.64,3.62
0,220,TIGER 차이나전기차SOLACTIVE,e=371460,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A371460,"12,615","상승
				70",+0.56%,0,"16,420","130,160",0.24,"691,432",N/A,N/A
0,221,미래에셋생명,e=085620,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A085620,"9,230","상승
				150",+1.65%,"5,000","16,339","177,016",1.46,"64,892",8.87,4.88
0,222,DN오토모티브,e=007340,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A007340,"27,900","상승
				2,950",+11.82%,100,"16,325","58,511",4.74,"586,733",6.60,19.78
0,223,KODEX 2차전지산업,e=305720,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A305720,"15,520","상승
				285",+1.87%,0,"16,296","105,000",0.24,"3,266,842",N/A,N/A
0,224,파라다이스,e=034230,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A034230,"17,460","상승
				20",+0.11%,500,"16,134","92,406",10.41,"663,576",15.97,4.97
0,225,DL이앤씨,e=375500,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A375500,"41,350","상승
				1,500",+3.76%,"5,000","16,000","38,694",30.62,"483,769",6.29,4.77
0,226,달바글로벌,e=483650,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A483650,"129,500","하락
				500",-0.38%,100,"15,985","12,344",14.27,"63,878",21.28,26.21
0,227,대우건설,e=047040,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A047040,"3,840","상승
				290",+8.17%,"5,000","15,960","415,623",10.37,"5,106,521",-57.31,5.62
0,228,녹십자,e=006280,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A006280,"135,400","하락
				1,800",-1.31%,"5,000","15,824","11,687",22.75,"20,264",28.09,-2.06
0,229,TIGER CD1년금리액티브(합성),e=475630,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A475630,"1,053,370","상승
				85",+0.01%,0,"15,717","1,492",0.00,"11,039",N/A,N/A
0,230,오뚜기,e=007310,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A007310,"390,000",보합0,0.00%,"5,000","15,631","4,008",11.54,"3,309",15.46,6.86
0,231,이수스페셜티케미컬,e=457190,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A457190,"51,500","하락
				500",-0.96%,"1,000","15,557","30,208",5.61,"165,139",725.35,9.70
0,232,한국콜마,e=161890,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A161890,"65,500","상승
				200",+0.31%,500,"15,461","23,605",36.71,"62,955",13.62,12.50
0,233,KODEX 반도체,e=091160,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A091160,"57,295","상승
				910",+1.61%,0,"15,412","26,900",0.56,"1,072,788",N/A,N/A
0,234,KODEX 미국AI전력핵심인프라,e=487230,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A487230,"18,540","상승
				795",+4.48%,0,"15,296","82,500",0.43,"2,322,208",N/A,N/A
0,235,LG화학우,e=051915,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A051915,"195,200","상승
				1,600",+0.83%,"5,000","15,009","7,689",41.46,"24,159",-10.34,N/A
0,236,한국카본,e=017960,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A017960,"28,150","상승
				900",+3.30%,500,"14,612","51,908",12.88,"300,411",22.06,4.38
0,237,KODEX 200선물인버스2X,e=252670,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A252670,678,"하락
				28",-3.97%,0,"14,601","2,153,600",2.59,"744,006,850",N/A,N/A
0,238,대신증권,e=003540,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A003540,"28,300","상승
				300",+1.07%,"5,000","14,369","50,773",7.94,"95,835",11.25,4.57
0,239,SNT다이내믹스,e=003570,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A003570,"43,000","상승
				1,100",+2.63%,"2,500","14,299","33,253",8.07,"61,109",17.49,12.90
0,240,대웅,e=003090,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A003090,"24,300",보합0,0.00%,500,"14,128","58,142",5.91,"78,900",18.23,5.99
0,241,STX엔진,e=077970,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A077970,"35,050","상승
				500",+1.45%,"2,500","14,072","40,148",8.00,"280,591",19.60,10.15
0,242,KODEX 26-12 금융채(AA-이상)액티브,e=0117L0,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A0117L0,"10,000",보합0,0.00%,0,"13,995","139,950",0.00,"6,058",N/A,N/A
0,243,TIGER 코리아TOP10,e=292150,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A292150,"19,410","상승
				340",+1.78%,0,"13,878","71,500",41.56,"387,304",N/A,N/A
0,244,미래에셋증권2우B,e=00680K,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A00680K,"10,050","하락
				80",-0.79%,"5,000","13,819","137,500",21.08,"252,101",5.77,N/A
0,245,KODEX 코스닥150,e=229200,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A229200,"15,740","하락
				260",-1.62%,0,"13,796","87,650",1.22,"13,248,645",N/A,N/A
0,246,한일시멘트,e=300720,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A300720,"18,380","상승
				480",+2.68%,500,"13,518","73,545",4.79,"140,538",16.31,11.13
0,247,RISE 미국S&P500,e=379780,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A379780,"21,905","하락
				15",-0.07%,0,"13,515","61,700",0.01,"418,957",N/A,N/A
0,248,HDC현대산업개발,e=294870,https://comp.fnguide.com/SVO/WooriRenewal/Snapshot.asp?pGB=12&gicode=A294870,"20,300","상승
				720",+3.68%,"5,000","13,379","65,907",18.12,"350,454",6.97,5.09
